creator_id,periodo,periodo_inicio,periodo_fim,gmv_bruto,gmv_liquido,reembolso,refund_pct,pedidos,aov,videos,lives,comissao,tier,status_reembolso,comissao_calculada,_fonte,items_vendidos,items_reembolsados,media_diaria,amostras,gmv_atribuido_ao_criador,itens_vendidos_atribuidos_ao_criador
SOCOISABOA.SHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SOHANEGOMIDE,2026-01,2026-01-06,2026-01-31,75.99,75.99,0.0,0.0,1,75.99,1,0,7.6,Ferro,sem_dado,3.8,tiktok_seller_center,1,0,1,0,,
SOLANGEM.SALVADOR,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SOLDECRISTOLIVESHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SONHOSREVELADOS25,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SORRISOBRASIL6,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SOSIADAMEGANFOX,2026-01,2026-01-06,2026-01-31,0.0,-79.9,79.9,0.0,0,0.0,0,0,0.0,Ferro,sem_dado,-4.0,tiktok_seller_center,0,1,0,0,,
SOUFLAVIACABRAL,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SOUGABRIELANEVES,2026-01,2026-01-06,2026-01-31,150.02,150.02,0.0,0.0,2,75.01,2,0,15.06,Ferro,sem_dado,7.5,tiktok_seller_center,2,0,1,1,,
STEE.IGLS,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
STELLARECOMENDA01,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SUH.CREATOR,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SUZI.CREATOR.SHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
SWEET.MIH,2026-01,2026-01-06,2026-01-31,84.28,84.28,0.0,0.0,1,84.28,0,0,7.99,Ferro,sem_dado,4.21,tiktok_seller_center,1,0,1,0,,
SYNAOLI,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TACIANETORRESS,2026-01,2026-01-06,2026-01-31,85524.96,83238.95000000001,2286.01,2.67,1173,72.91,4,16,9469.82,Diamante,sem_dado,10821.06,tiktok_seller_center,1329,34,4,3,,
TALISSAALORETO,2026-01,2026-01-06,2026-01-31,41320.13,40483.57,836.56,2.02,623,66.32,6,18,4568.71,Ouro,sem_dado,4453.19,tiktok_seller_center,658,14,1,6,,
TALYS24_,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,23,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TANALUAMF,2026-01,2026-01-06,2026-01-31,631.38,631.38,0.0,0.0,8,78.92,0,0,61.22,Ferro,sem_dado,31.57,tiktok_seller_center,8,0,1,0,,
TANIAMS01,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TAPECEIROONLINE,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TATALLIMAA07,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TATIANA.PASSONI,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,6,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TATIANAENTHOLZER,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TATIANASAMPAIONUTRI_EPL,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TATYAPEDROSA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TATYLIRA34,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TATYSHOPCREATOR,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TEMDETUDOOU,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,5,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TEREZINHAADSILVA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
THAIIGABRIELE,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
THAINABEAUTYOFICIAL,2026-01,2026-01-06,2026-01-31,77014.05,68972.21,8041.84,10.44,924,83.35,6,0,7693.09,Diamante,sem_dado,8966.39,tiktok_seller_center,974,106,3,0,,
THAISBRITO.DIGITAL,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
THAISBRUNA.S,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
THAISCHOFFMANN,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
THALYYTAGUEDES,2026-01,2026-01-06,2026-01-31,886.42,886.42,0.0,0.0,12,73.87,0,0,90.87,Ferro,sem_dado,44.32,tiktok_seller_center,12,0,1,0,,
THAMI.BRAMBILLA,2026-01,2026-01-06,2026-01-31,12354.23,11398.74,955.49,7.73,138,89.52,8,2,1263.76,Prata,sem_dado,1025.89,tiktok_seller_center,142,14,2,0,,
THAYNAINGRID.MKT,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
THFLOJA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,5,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TIADEBOCHADA_,2026-01,2026-01-06,2026-01-31,0.0,-70.68,70.68,0.0,0,0.0,0,0,0.0,Ferro,sem_dado,-3.53,tiktok_seller_center,0,1,0,0,,
TIANDOAGROINDICA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TIKTOKSHOPACHADOSS,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TIKTOKSHOPTALITA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TILZINHODOCHAPEU,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TINABEZERRASHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
TOPDOSACHADINHOSSS,2026-01,2026-01-06,2026-01-31,83.62,83.62,0.0,0.0,1,83.62,0,0,7.99,Ferro,sem_dado,4.18,tiktok_seller_center,1,0,1,0,,
TRYLOGIC.STORE,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
UGCLARISSACOSTA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
UMADOCEFAMILIA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,26,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
USEMARISHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
USER1811601749712,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
USER207176792,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
USER50680630708724,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
USER8110593850596,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
USER8475486613721,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
USERHOBBY4,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VALDIRENEOLIVEIRAMARTIN0,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VALECONFERIR,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VALENHOFFMAANN,2026-01,2026-01-06,2026-01-31,853.78,705.5999999999999,148.18,17.36,9,94.86,0,0,85.19,Ferro,sem_dado,35.28,tiktok_seller_center,11,2,1,0,,
VALINDICAACHADINHOS,2026-01,2026-01-06,2026-01-31,173.0,102.67,70.33,40.65,2,86.5,2,1,13.58,Ferro,sem_dado,5.13,tiktok_seller_center,2,1,1,0,,
VALSXSHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VALTENICEALMEIDA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VALTIMDESOUSA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VANARUIVASHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,7,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VANESSAAOLIVERS,2026-01,2026-01-06,2026-01-31,84.28,84.28,0.0,0.0,1,84.28,0,0,7.99,Ferro,sem_dado,4.21,tiktok_seller_center,1,0,1,0,,
VANESSAPIRESX,2026-01,2026-01-06,2026-01-31,54.14,54.14,0.0,0.0,1,54.14,0,0,7.22,Ferro,sem_dado,2.71,tiktok_seller_center,1,0,1,0,,
VANIATEIXEIRA7,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,8,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VARLASANTOS,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VENDASQUENTE,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VENDINHASOSMELHORESSHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VERALICE21,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VERA_S11,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VIDEOSENGRACADOS844,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VIHDICASTIKTOK,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VIMORAISMAKEUP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VITRINE.36055,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VITRINEDEFLORZINHA_3155,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VITRINEHVACHADINHOS,2026-01,2026-01-06,2026-01-31,159.8,159.8,0.0,0.0,2,79.9,1,0,15.98,Ferro,sem_dado,7.99,tiktok_seller_center,2,0,1,0,,
VITRINEVERSATIL45,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VITRINIIMPERIO,2026-01,2026-01-06,2026-01-31,164.18,87.21000000000001,76.97,46.88,2,82.09,0,0,15.98,Ferro,sem_dado,4.36,tiktok_seller_center,2,1,1,0,,
VITRINNEDADAY,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,6,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
VIVABELLASTORE,2026-01,2026-01-06,2026-01-31,59.42,59.42,0.0,0.0,1,59.42,1,0,6.99,Ferro,sem_dado,2.97,tiktok_seller_center,1,0,1,0,,
VIVIANEPEDROLIFE,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
WALQUIRIAMARQUES7,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
WANESSA_DONAPECHINCHA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
WILDERLOBATO,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
WILLYENEREIS,2026-01,2026-01-06,2026-01-31,77.5,77.5,0.0,0.0,1,77.5,0,0,7.91,Ferro,sem_dado,3.88,tiktok_seller_center,1,0,1,0,,
WLY_LUCENA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
WXB7776TK,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
XANDENATAL,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,17,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
XRIXSIL,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
YANCAGODINHO,2026-01,2026-01-06,2026-01-31,136.4,136.4,0.0,0.0,2,68.2,0,9,15.82,Ferro,sem_dado,6.82,tiktok_seller_center,2,0,1,0,,
YAPONTS,2026-01,2026-01-06,2026-01-31,328.55,328.55,0.0,0.0,4,82.14,0,0,31.18,Ferro,sem_dado,16.43,tiktok_seller_center,4,0,1,0,,
YASMIIINALMEIDA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,5,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,1,,
YASMIN.AOLIVEIRA,2026-01,2026-01-06,2026-01-31,1296.12,917.8299999999999,378.29,29.19,15,86.41,0,5,136.16,Ferro,sem_dado,45.89,tiktok_seller_center,16,5,1,0,,
YASMINFFER,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,21,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
YASMINSHOP28,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
YAXMIN43,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
YNAETIKTOKSHOP,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
YOH.NOBRE,2026-01,2026-01-06,2026-01-31,744.86,744.86,0.0,0.0,9,82.76,12,0,72.24,Ferro,sem_dado,37.24,tiktok_seller_center,9,0,1,0,,
YUNASHOPOFICIAL,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ZAH_INDICAMODA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ZANJAFABIO5,2026-01,2026-01-06,2026-01-31,80.7,80.7,0.0,0.0,1,80.7,0,0,7.99,Ferro,sem_dado,4.04,tiktok_seller_center,1,0,1,0,,
ZIPORAMACHADO,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,82,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
_INSPIRAMODA,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
_MILENECARVALHO,2026-01,2026-01-06,2026-01-31,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
.FAMILIAPIMENTEL,2026-02,2026-02-01,2026-02-28,13037.88,10983.9,2053.98,15.75,151,86.34,1,0,1156.23,Prata,sem_dado,988.55,tiktok_seller_center,161,26,2,0,,
1603CATIA,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
1MEGAOFERTAS1,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
6EHDEMAIS,2026-02,2026-02-01,2026-02-28,79.9,79.9,0.0,0.0,1,79.9,0,0,7.99,Ferro,sem_dado,4.0,tiktok_seller_center,1,0,1,0,,
A.FLA.LOIRA,2026-02,2026-02-01,2026-02-28,80.7,0.0,80.7,100.0,1,80.7,0,2,7.99,Ferro,sem_dado,0.0,tiktok_seller_center,1,1,1,0,,
A1INEO1IVEIRA,2026-02,2026-02-01,2026-02-28,0.0,-79.9,79.9,0.0,0,0.0,0,0,0.0,Ferro,sem_dado,-4.0,tiktok_seller_center,0,1,0,0,,
AAGATHALAURENT,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ABIANCAPACHECO,2026-02,2026-02-01,2026-02-28,80.7,80.7,0.0,0.0,1,80.7,0,0,7.99,Ferro,sem_dado,4.04,tiktok_seller_center,1,0,1,0,,
ABRENDAABREU,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,7,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ABRUNAINDICAA,2026-02,2026-02-01,2026-02-28,722.3,722.3,0.0,0.0,9,80.26,2,0,71.91,Ferro,sem_dado,36.12,tiktok_seller_center,9,0,1,0,,
ABSOLUTO1993,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACARV5,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACASADADANILA,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHODAGLE1,2026-02,2026-02-01,2026-02-28,91.83,91.83,0.0,0.0,1,91.83,1,0,9.43,Ferro,sem_dado,4.59,tiktok_seller_center,1,0,1,0,,
ACHADINHOLIANDRAD,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOS.DA.BUBUZINHA,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOS.DA.CAMISS,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOS.DA.DAN17,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSAPOLO,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSBYANAREIS,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSCAHH,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDAAMANDA30,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDAARICLEIA,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDACAROLSHOP,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,6,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDACRISFUSINATO,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDAJANE.J,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDAJHENNIFER,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDALINESHOP,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDAMARIINA,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,9,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDAMIOFIC,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDANEIDE3,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDARO83,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSDOTIKTOK39,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,3,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSEXPRESS_0,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSJUH1604,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSLOOKSS,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
ACHADINHOSOFICIAL.IA,2026-02,2026-02-01,2026-02-28,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Ferro,sem_dado,0.0,tiktok_seller_center,0,0,0,0,,
