id,creator,product_id,data,produto,seller_sku,gmv,comissao,pedidos
jhennythh|1732670078583801439|2026-03-30,jhennythh,1732670078583801439,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,179.98,9.0,2
numarchi|1732631840860243551|2026-03-30,numarchi,1732631840860243551,2026-03-30,Calça Jeans Wide Leg Cintura Alta Sky Used,REF52736,159.98,8.0,2
tacianecreator|1733690547643385439|2026-03-30,tacianecreator,1733690547643385439,2026-03-30,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,159.98,16.0,2
tacianecreator|1733491089938155103|2026-03-30,tacianecreator,1733491089938155103,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta Terracota,REF54836,159.98,16.0,2
thami.brambilla|1731763836201109087|2026-03-30,thami.brambilla,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,15.98,2
lari.quaresma|1731763836201109087|2026-03-30,lari.quaresma,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,7.99,2
mo.joanaa|1731763836201109087|2026-03-30,mo.joanaa,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,152.09,15.21,2
luanamagnacardoso|1731763836201109087|2026-03-30,luanamagnacardoso,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,149.89,14.99,2
natmarquesvi|1733538126820050527|2026-03-30,natmarquesvi,1733538126820050527,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta Amarelo Manteiga,REF55036,94.9,11.39,1
pattylazzarotto|1733491089938155103|2026-03-30,pattylazzarotto,1733491089938155103,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta Terracota,REF54836,94.9,0.0,1
numarchi|1733490894440269407|2026-03-30,numarchi,1733490894440269407,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Cintura alta,REF54736,94.9,9.49,1
erikaoliveiracassim|1733537963414488671|2026-03-30,erikaoliveiracassim,1733537963414488671,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,94.9,9.49,1
yasmin.aoliveira|1734314781918922335|2026-03-30,yasmin.aoliveira,1734314781918922335,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta Chocolate,REF56236,94.9,9.49,1
thainabeautyoficial|1733538126820050527|2026-03-30,thainabeautyoficial,1733538126820050527,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta Amarelo Manteiga,REF55036,94.9,0.0,1
adv.dayane|1734314781918922335|2026-03-30,adv.dayane,1734314781918922335,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta Chocolate,REF56236,94.9,9.49,1
laianenovaisss|1733491008023201375|2026-03-30,laianenovaisss,1733491008023201375,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta Branca,REF54636,94.9,0.0,1
larissamello.indica|1732670078583801439|2026-03-30,larissamello.indica,1732670078583801439,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,89.99,9.0,1
elainecoquemala|1732670078583801439|2026-03-30,elainecoquemala,1732670078583801439,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,89.99,9.0,1
jessicamesant|1732670078583801439|2026-03-30,jessicamesant,1732670078583801439,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,89.99,0.0,1
lidikpf6|1732670078583801439|2026-03-30,lidikpf6,1732670078583801439,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,89.99,9.0,1
natmarquesvi|1733690547643385439|2026-03-30,natmarquesvi,1733690547643385439,2026-03-30,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,79.99,9.6,1
danijeans|1733537963414488671|2026-03-30,danijeans,1733537963414488671,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,79.99,8.0,1
natmarquesvi|1733537963414488671|2026-03-30,natmarquesvi,1733537963414488671,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,79.99,9.6,1
laianenovaisss|1732670078583801439|2026-03-30,laianenovaisss,1732670078583801439,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,79.99,8.0,1
natmarquesvi|1734314781918922335|2026-03-30,natmarquesvi,1734314781918922335,2026-03-30,Calça Jeans Feminina Wide Leg Cintura Alta Chocolate,REF56236,79.9,7.99,1
marinatheesr|1731763836201109087|2026-03-30,marinatheesr,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
raianaoikiacreatorshop|1731763836201109087|2026-03-30,raianaoikiacreatorshop,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
jenifferpassos25|1731763836201109087|2026-03-30,jenifferpassos25,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
hitalasantiago|1731763836201109087|2026-03-30,hitalasantiago,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
cecymonteiroc|1731763836201109087|2026-03-30,cecymonteiroc,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
larissapachecoindica|1731763836201109087|2026-03-30,larissapachecoindica,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
mariaaugustareiss|1731763836201109087|2026-03-30,mariaaugustareiss,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
ah.barbra|1731763836201109087|2026-03-30,ah.barbra,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
cacauabraao|1731763836201109087|2026-03-30,cacauabraao,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
carlaf.bitencourt|1731763836201109087|2026-03-30,carlaf.bitencourt,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
amarishopcreator|1731763836201109087|2026-03-30,amarishopcreator,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
leidiane.gommes|1731763836201109087|2026-03-30,leidiane.gommes,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
lidikpf6|1731763836201109087|2026-03-30,lidikpf6,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
silsantiagotrc|1731763836201109087|2026-03-30,silsantiagotrc,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
arenatajardim|1731763836201109087|2026-03-30,arenatajardim,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
elisaashop|1731763836201109087|2026-03-30,elisaashop,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
euvivianeborges|1731763836201109087|2026-03-30,euvivianeborges,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
gabbizie|1731763836201109087|2026-03-30,gabbizie,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
adv.dayane|1732670078583801439|2026-03-30,adv.dayane,1732670078583801439,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,79.9,7.99,1
annaluiza.shop|1731763836201109087|2026-03-30,annaluiza.shop,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,72.19,7.22,1
compreia|1731763836201109087|2026-03-30,compreia,1731763836201109087,2026-03-30,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,72.19,7.22,1
natmarquesvi|1732631840860243551|2026-03-30,natmarquesvi,1732631840860243551,2026-03-30,Calça Jeans Wide Leg Cintura Alta Sky Used,REF52736,69.99,8.4,1
tacianecreator|1731763836201109087|2026-03-31,tacianecreator,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,13208.82,1149.14,175
psi.mirellarodrigues|1731763836201109087|2026-03-31,psi.mirellarodrigues,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,9968.31,974.98,133
natmarquesvi|1731763836201109087|2026-03-31,natmarquesvi,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,4150.81,488.58,57
adv.dayane|1731763836201109087|2026-03-31,adv.dayane,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1749.75,175.0,24
thainabeautyoficial|1731763836201109087|2026-03-31,thainabeautyoficial,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1510.77,71.14,16
_mareiis|1731763836201109087|2026-03-31,_mareiis,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,979.86,98.0,13
tacianecreator|1732670078583801439|2026-03-31,tacianecreator,1732670078583801439,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,968.89,96.89,12
ericamcabeluda|1731763836201109087|2026-03-31,ericamcabeluda,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,855.77,62.38,11
escuta.amiga|1731763836201109087|2026-03-31,escuta.amiga,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,791.29,63.15,10
numarchi|1731763836201109087|2026-03-31,numarchi,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,776.25,61.65,8
pattylazzarotto|1731763836201109087|2026-03-31,pattylazzarotto,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,623.78,23.97,8
natmarquesvi|1732670078583801439|2026-03-31,natmarquesvi,1732670078583801439,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,599.66,71.97,7
alinecavanellas|1731763836201109087|2026-03-31,alinecavanellas,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,479.4,7.99,5
laianenovaisss|1731763836201109087|2026-03-31,laianenovaisss,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,399.5,0.0,5
arenatajardim|1731763836201109087|2026-03-31,arenatajardim,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,399.5,39.95,5
lidikpf6|1731763836201109087|2026-03-31,lidikpf6,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,319.6,31.96,4
jessicamesant|1732670078583801439|2026-03-31,jessicamesant,1732670078583801439,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,269.97,9.0,3
tacirecomenda|1732670078583801439|2026-03-31,tacirecomenda,1732670078583801439,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,269.97,27.0,3
francruz.26|1731763836201109087|2026-03-31,francruz.26,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.89,23.99,2
adv.dayane|1732670078583801439|2026-03-31,adv.dayane,1732670078583801439,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,239.7,23.97,3
gleysaaguiar|1731763836201109087|2026-03-31,gleysaaguiar,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,7.99,3
hitalasantiago|1731763836201109087|2026-03-31,hitalasantiago,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,7.99,3
someoneduda|1731763836201109087|2026-03-31,someoneduda,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,23.97,3
leticiatsec|1733537963414488671|2026-03-31,leticiatsec,1733537963414488671,2026-03-31,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,189.8,18.98,2
monicap.pereira|1733690547643385439|2026-03-31,monicap.pereira,1733690547643385439,2026-03-31,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,189.8,9.49,2
alinecavanellas|1733690547643385439|2026-03-31,alinecavanellas,1733690547643385439,2026-03-31,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,189.8,9.49,2
thainabeautyoficial|1732620602328647263|2026-03-31,thainabeautyoficial,1732620602328647263,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta Stone Used,REF52536,159.98,16.0,2
psi.mirellarodrigues|1733690547643385439|2026-03-31,psi.mirellarodrigues,1733690547643385439,2026-03-31,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,159.98,16.0,2
numarchi|1732631840860243551|2026-03-31,numarchi,1732631840860243551,2026-03-31,Calça Jeans Wide Leg Cintura Alta Sky Used,REF52736,159.98,16.0,2
taniaribeiro_creator|1731763836201109087|2026-03-31,taniaribeiro_creator,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,15.98,2
jessicamesant|1731763836201109087|2026-03-31,jessicamesant,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,15.98,2
barbaramirandashop|1731763836201109087|2026-03-31,barbaramirandashop,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,15.98,2
tacianecreator|1733284887218390623|2026-03-31,tacianecreator,1733284887218390623,2026-03-31,Body Básico Feminino Regata Decote Quadrado em Poliamida,REF539P,99.98,10.0,1
natmarquesvi|1733690547643385439|2026-03-31,natmarquesvi,1733690547643385439,2026-03-31,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,94.9,11.39,1
nati_sus|1733537963414488671|2026-03-31,nati_sus,1733537963414488671,2026-03-31,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,94.9,0.0,1
thainabeautyoficial|1733491089938155103|2026-03-31,thainabeautyoficial,1733491089938155103,2026-03-31,Calça Jeans Feminina Wide Leg Cintura Alta Terracota,REF54836,94.9,9.49,1
tacianecreator|1733491008023201375|2026-03-31,tacianecreator,1733491008023201375,2026-03-31,Calça Jeans Feminina Wide Leg Cintura Alta Branca,REF54636,94.9,9.49,1
alinecavanellas|1733538126820050527|2026-03-31,alinecavanellas,1733538126820050527,2026-03-31,Calça Jeans Feminina Wide Leg Cintura Alta Amarelo Manteiga,REF55036,94.9,9.49,1
natmarquesvi|1733537963414488671|2026-03-31,natmarquesvi,1733537963414488671,2026-03-31,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,94.9,11.39,1
leticiatsec|1733490894440269407|2026-03-31,leticiatsec,1733490894440269407,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura alta,REF54736,94.9,0.0,1
vanessarrferreiraa|1732670078583801439|2026-03-31,vanessarrferreiraa,1732670078583801439,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,89.99,9.0,1
francruz.26|1732670078583801439|2026-03-31,francruz.26,1732670078583801439,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,89.99,0.0,1
tacianecreator|1733490894440269407|2026-03-31,tacianecreator,1733490894440269407,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Cintura alta,REF54736,89.9,8.99,1
tacianecreator|1733690547643385439|2026-03-31,tacianecreator,1733690547643385439,2026-03-31,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,79.99,8.0,1
tacianecreator|1733537963414488671|2026-03-31,tacianecreator,1733537963414488671,2026-03-31,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,79.99,8.0,1
tacianecreator|1733491089938155103|2026-03-31,tacianecreator,1733491089938155103,2026-03-31,Calça Jeans Feminina Wide Leg Cintura Alta Terracota,REF54836,79.99,8.0,1
adv.dayane|1733690547643385439|2026-03-31,adv.dayane,1733690547643385439,2026-03-31,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,79.99,8.0,1
mah.almeida.creator|1732620602328647263|2026-03-31,mah.almeida.creator,1732620602328647263,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta Stone Used,REF52536,79.99,8.0,1
_mareiis|1733690547643385439|2026-03-31,_mareiis,1733690547643385439,2026-03-31,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,79.99,8.0,1
essenciadani|1732620602328647263|2026-03-31,essenciadani,1732620602328647263,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta Stone Used,REF52536,79.99,0.0,1
ceciliamanttovani|1731763836201109087|2026-03-31,ceciliamanttovani,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
tatialves054|1731763836201109087|2026-03-31,tatialves054,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
janakarolinee|1731763836201109087|2026-03-31,janakarolinee,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
paolawinnie|1731763836201109087|2026-03-31,paolawinnie,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
rayanemoraesm|1731763836201109087|2026-03-31,rayanemoraesm,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
familialiu|1731763836201109087|2026-03-31,familialiu,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
maelycustodio|1731763836201109087|2026-03-31,maelycustodio,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
silsantiagotrc|1731763836201109087|2026-03-31,silsantiagotrc,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
lack.roupas|1731763836201109087|2026-03-31,lack.roupas,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
suramacastillo|1731763836201109087|2026-03-31,suramacastillo,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
revendeshop|1731763836201109087|2026-03-31,revendeshop,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
marinatheesr|1731763836201109087|2026-03-31,marinatheesr,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,72.19,7.22,1
brunasilvaindica|1731763836201109087|2026-03-31,brunasilvaindica,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,72.19,7.22,1
ariane.ferreira15|1731763836201109087|2026-03-31,ariane.ferreira15,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,72.19,7.22,1
maritips_|1731763836201109087|2026-03-31,maritips_,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,72.19,7.22,1
laryoliveiira_|1731763836201109087|2026-03-31,laryoliveiira_,1731763836201109087,2026-03-31,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,69.99,7.0,1
psi.mirellarodrigues|1731763836201109087|2026-04-01,psi.mirellarodrigues,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,11020.36,1088.19,149
tacianecreator|1731763836201109087|2026-04-01,tacianecreator,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,3679.93,132.38,42
adv.dayane|1731763836201109087|2026-04-01,adv.dayane,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,2469.47,246.98,35
thainabeautyoficial|1731763836201109087|2026-04-01,thainabeautyoficial,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1350.59,79.9,16
natmarquesvi|1731763836201109087|2026-04-01,natmarquesvi,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1241.77,124.19,16
ericamcabeluda|1731763836201109087|2026-04-01,ericamcabeluda,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1167.66,76.82,15
laianenovaisss|1731763836201109087|2026-04-01,laianenovaisss,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,783.58,22.43,10
natmarquesvi|1732670078583801439|2026-04-01,natmarquesvi,1732670078583801439,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,689.65,33.98,8
numarchi|1731763836201109087|2026-04-01,numarchi,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,688.26,38.41,8
jessicamesant|1732670078583801439|2026-04-01,jessicamesant,1732670078583801439,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,539.94,0.0,6
escuta.amiga|1731763836201109087|2026-04-01,escuta.amiga,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,391.79,31.19,5
francruz.26|1732670078583801439|2026-04-01,francruz.26,1732670078583801439,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,359.96,27.0,4
tacirecomenda|1732670078583801439|2026-04-01,tacirecomenda,1732670078583801439,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,359.96,9.0,4
tacianecreator|1732620602328647263|2026-04-01,tacianecreator,1732620602328647263,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta Stone Used,REF52536,359.95,36.0,5
taniaribeiro_creator|1731763836201109087|2026-04-01,taniaribeiro_creator,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,319.6,31.96,4
silsantiagotrc|1731763836201109087|2026-04-01,silsantiagotrc,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.89,23.99,2
alinecavanellas|1731763836201109087|2026-04-01,alinecavanellas,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,15.98,3
pattylazzarotto|1731763836201109087|2026-04-01,pattylazzarotto,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,7.99,3
leticiatsec|1733537963414488671|2026-04-01,leticiatsec,1733537963414488671,2026-04-01,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,189.8,18.98,2
pattylazzarotto|1733491089938155103|2026-04-01,pattylazzarotto,1733491089938155103,2026-04-01,Calça Jeans Feminina Wide Leg Cintura Alta Terracota,REF54836,189.8,0.0,2
adv.dayane|1733490894440269407|2026-04-01,adv.dayane,1733490894440269407,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Cintura alta,REF54736,179.8,17.98,2
monicap.pereira|1731763836201109087|2026-04-01,monicap.pereira,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.99,16.0,1
adv.dayane|1733491089938155103|2026-04-01,adv.dayane,1733491089938155103,2026-04-01,Calça Jeans Feminina Wide Leg Cintura Alta Terracota,REF54836,159.98,16.0,2
natmarquesvi|1733690547643385439|2026-04-01,natmarquesvi,1733690547643385439,2026-04-01,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,159.98,19.2,2
essenciadani|1732620602328647263|2026-04-01,essenciadani,1732620602328647263,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta Stone Used,REF52536,159.98,16.0,1
someoneduda|1731763836201109087|2026-04-01,someoneduda,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,7.99,2
familialiu|1731763836201109087|2026-04-01,familialiu,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,15.98,2
adv.dayane|1732670078583801439|2026-04-01,adv.dayane,1732670078583801439,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,159.8,15.98,2
jessicamesant|1731763836201109087|2026-04-01,jessicamesant,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,7.99,2
arenatajardim|1731763836201109087|2026-04-01,arenatajardim,1731763836201109087,2026-04-01,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,152.09,15.21,2
thami.brambilla|1734765545306621535|2026-04-01,thami.brambilla,1734765545306621535,2026-04-01,Blusa Feminina Jeans Bata Tomara Que Caia Candy Colors,REF579P,99.9,10.49,1
thami.brambilla|1733690547643385439|2026-04-01,thami.brambilla,1733690547643385439,2026-04-01,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,94.9,9.49,1
tacianecreator|1733690547643385439|2026-04-01,tacianecreator,1733690547643385439,2026-04-01,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,94.9,9.49,1
alinecavanellas|1733690547643385439|2026-04-01,alinecavanellas,1733690547643385439,2026-04-01,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,94.9,0.0,1
alinecavanellas|1733538126820050527|2026-04-01,alinecavanellas,1733538126820050527,2026-04-01,Calça Jeans Feminina Wide Leg Cintura Alta Amarelo Manteiga,REF55036,94.9,0.0,1
