id,creator,data,content_type,gmv,comissao,pedidos,itens
gabbizie|2026-03-25|VIDEO,gabbizie,2026-03-25,VIDEO,319.69,31.97,4,4
gleysaaguiar|2026-03-25|VIDEO,gleysaaguiar,2026-03-25,VIDEO,319.6,0.0,4,4
nati_sus|2026-03-25|VIDEO,nati_sus,2026-03-25,VIDEO,284.7,18.98,3,3
thami.brambilla|2026-03-25|VIDEO,thami.brambilla,2026-03-25,VIDEO,284.7,28.47,1,3
adv.dayane|2026-03-25|VIDEO,adv.dayane,2026-03-25,VIDEO,274.88,18.49,2,3
arenatajardim|2026-03-25|VIDEO,arenatajardim,2026-03-25,VIDEO,239.7,23.97,2,3
adv.dayane|2026-03-25|LIVE,adv.dayane,2026-03-25,LIVE,222.08,22.21,3,3
monicap.pereira|2026-03-25|VIDEO,monicap.pereira,2026-03-25,VIDEO,189.8,0.0,2,2
lidikpf6|2026-03-25|VIDEO,lidikpf6,2026-03-25,VIDEO,159.8,15.98,2,2
francruz.26|2026-03-25|VIDEO,francruz.26,2026-03-25,VIDEO,159.8,15.98,2,2
maritips_|2026-03-25|VIDEO,maritips_,2026-03-25,VIDEO,159.8,15.98,2,2
namatokanovic|2026-03-25|VIDEO,namatokanovic,2026-03-25,VIDEO,159.8,15.98,2,2
_mareiis|2026-03-25|LIVE,_mareiis,2026-03-25,LIVE,159.8,15.98,1,2
robertakguilherme|2026-03-25|VIDEO,robertakguilherme,2026-03-25,VIDEO,94.9,0.0,1,1
brenda.luiza5|2026-03-25|VIDEO,brenda.luiza5,2026-03-25,VIDEO,94.9,9.49,1,1
jessicamesant|2026-03-25|VIDEO,jessicamesant,2026-03-25,VIDEO,89.99,0.0,1,1
psi.mirellarodrigues|2026-03-25|VIDEO,psi.mirellarodrigues,2026-03-25,VIDEO,79.9,0.0,1,1
dicasdathayoficial|2026-03-25|VIDEO,dicasdathayoficial,2026-03-25,VIDEO,79.9,0.0,1,1
estilo.de.milhoes|2026-03-25|VIDEO,estilo.de.milhoes,2026-03-25,VIDEO,79.9,7.99,1,1
mariaaugustareiss|2026-03-25|VIDEO,mariaaugustareiss,2026-03-25,VIDEO,79.9,7.99,1,1
someoneduda|2026-03-25|VIDEO,someoneduda,2026-03-25,VIDEO,79.9,7.99,1,1
escuta.amiga|2026-03-25|VIDEO,escuta.amiga,2026-03-25,VIDEO,79.9,7.99,1,1
larisshopcreator|2026-03-25|VIDEO,larisshopcreator,2026-03-25,VIDEO,79.9,7.99,1,1
silsantiagotrc|2026-03-25|VIDEO,silsantiagotrc,2026-03-25,VIDEO,79.9,7.99,1,1
hitalasantiago|2026-03-25|VIDEO,hitalasantiago,2026-03-25,VIDEO,79.9,0.0,1,1
elacatarina|2026-03-25|VIDEO,elacatarina,2026-03-25,VIDEO,79.9,7.99,1,1
bialuzzmodas|2026-03-25|VIDEO,bialuzzmodas,2026-03-25,VIDEO,79.9,0.0,1,1
achadinhosdal60|2026-03-25|LIVE,achadinhosdal60,2026-03-25,LIVE,79.9,7.99,1,1
tassiaagabriella|2026-03-25|LIVE,tassiaagabriella,2026-03-25,LIVE,79.9,7.99,1,1
janabettio|2026-03-25|VIDEO,janabettio,2026-03-25,VIDEO,79.9,7.99,1,1
camilasalis1|2026-03-25|VIDEO,camilasalis1,2026-03-25,VIDEO,79.9,7.99,1,1
juginezcreatorshop|2026-03-25|VIDEO,juginezcreatorshop,2026-03-25,VIDEO,79.9,7.99,1,1
elainecoquemala|2026-03-25|LIVE,elainecoquemala,2026-03-25,LIVE,79.9,7.99,1,1
drisantosbr|2026-03-25|VIDEO,drisantosbr,2026-03-25,VIDEO,79.9,7.99,1,1
angelacpgomes_|2026-03-25|VIDEO,angelacpgomes_,2026-03-25,VIDEO,79.9,7.99,1,1
mariabohrer|2026-03-25|LINKSHARE,mariabohrer,2026-03-25,LINKSHARE,69.99,7.0,1,1
psi.mirellarodrigues|2026-03-26|LIVE,psi.mirellarodrigues,2026-03-26,LIVE,5923.89,592.47,81,84
adv.dayane|2026-03-26|LIVE,adv.dayane,2026-03-26,LIVE,2394.4,239.47,28,33
thainabeautyoficial|2026-03-26|VIDEO,thainabeautyoficial,2026-03-26,VIDEO,1917.28,71.15,23,23
ericamcabeluda|2026-03-26|VIDEO,ericamcabeluda,2026-03-26,VIDEO,1342.88,78.36,16,17
pattylazzarotto|2026-03-26|VIDEO,pattylazzarotto,2026-03-26,VIDEO,1295.79,39.18,15,15
laianenovaisss|2026-03-26|VIDEO,laianenovaisss,2026-03-26,VIDEO,1293.4,49.44,16,16
tacianecreator|2026-03-26|VIDEO,tacianecreator,2026-03-26,VIDEO,1205.79,40.68,14,15
alinecavanellas|2026-03-26|VIDEO,alinecavanellas,2026-03-26,VIDEO,889.0,34.96,10,10
numarchi|2026-03-26|VIDEO,numarchi,2026-03-26,VIDEO,536.17,30.42,7,7
leticiatsec|2026-03-26|VIDEO,leticiatsec,2026-03-26,VIDEO,459.5,26.97,5,5
gabbizie|2026-03-26|VIDEO,gabbizie,2026-03-26,VIDEO,414.5,41.45,5,5
nati_sus|2026-03-26|VIDEO,nati_sus,2026-03-26,VIDEO,284.7,18.98,3,3
_mareiis|2026-03-26|LIVE,_mareiis,2026-03-26,LIVE,239.79,23.98,2,3
nataliacruviinel|2026-03-26|LIVE,nataliacruviinel,2026-03-26,LIVE,239.7,23.97,3,3
silsantiagotrc|2026-03-26|VIDEO,silsantiagotrc,2026-03-26,VIDEO,239.7,23.97,2,3
natmarquesvi|2026-03-26|VIDEO,natmarquesvi,2026-03-26,VIDEO,239.7,28.77,2,3
laryoliveiira_|2026-03-26|LIVE,laryoliveiira_,2026-03-26,LIVE,229.97,23.0,3,3
natmarquesvi|2026-03-26|LIVE,natmarquesvi,2026-03-26,LIVE,219.97,26.4,3,3
thami.brambilla|2026-03-26|VIDEO,thami.brambilla,2026-03-26,VIDEO,174.8,17.48,2,2
dicasdathayoficial|2026-03-26|VIDEO,dicasdathayoficial,2026-03-26,VIDEO,159.8,7.99,2,2
.familiapimentel|2026-03-26|VIDEO,.familiapimentel,2026-03-26,VIDEO,159.8,0.0,2,2
escuta.amiga|2026-03-26|LIVE,escuta.amiga,2026-03-26,LIVE,159.8,15.98,2,2
jully.dayli|2026-03-26|VIDEO,jully.dayli,2026-03-26,VIDEO,152.09,15.21,2,2
flavinha.brand|2026-03-26|VIDEO,flavinha.brand,2026-03-26,VIDEO,94.9,0.0,1,1
yasmin.aoliveira|2026-03-26|VIDEO,yasmin.aoliveira,2026-03-26,VIDEO,94.9,0.0,1,1
nanacasagrandi|2026-03-26|LIVE,nanacasagrandi,2026-03-26,LIVE,94.9,9.49,1,1
ana.fernnandes|2026-03-26|VIDEO,ana.fernnandes,2026-03-26,VIDEO,94.9,0.0,1,1
adnycastelo|2026-03-26|LIVE,adnycastelo,2026-03-26,LIVE,94.9,9.49,1,1
monicap.pereira|2026-03-26|VIDEO,monicap.pereira,2026-03-26,VIDEO,94.9,0.0,1,1
robertakguilherme|2026-03-26|VIDEO,robertakguilherme,2026-03-26,VIDEO,94.9,0.0,1,1
escuta.amiga|2026-03-26|VIDEO,escuta.amiga,2026-03-26,VIDEO,79.9,7.99,1,1
arenatajardim|2026-03-26|VIDEO,arenatajardim,2026-03-26,VIDEO,79.9,7.99,1,1
larisshopcreator|2026-03-26|VIDEO,larisshopcreator,2026-03-26,VIDEO,79.9,7.99,1,1
mariaaugustareiss|2026-03-26|VIDEO,mariaaugustareiss,2026-03-26,VIDEO,79.9,7.99,1,1
jenifferpassos25|2026-03-26|LIVE,jenifferpassos25,2026-03-26,LIVE,79.9,7.99,1,1
namatokanovic|2026-03-26|VIDEO,namatokanovic,2026-03-26,VIDEO,79.9,7.99,1,1
keicylopess|2026-03-26|LINKSHARE,keicylopess,2026-03-26,LINKSHARE,79.9,7.99,1,1
hitalasantiago|2026-03-26|VIDEO,hitalasantiago,2026-03-26,VIDEO,79.9,0.0,1,1
jessicap.braz|2026-03-26|VIDEO,jessicap.braz,2026-03-26,VIDEO,79.9,0.0,1,1
estilo.de.milhoes|2026-03-26|VIDEO,estilo.de.milhoes,2026-03-26,VIDEO,79.9,7.99,1,1
dicasdalane.silva|2026-03-26|SHOP,dicasdalane.silva,2026-03-26,SHOP,72.19,7.22,1,1
biaversaodaily|2026-03-26|VIDEO,biaversaodaily,2026-03-26,VIDEO,72.19,0.0,1,1
maritips_|2026-03-26|VIDEO,maritips_,2026-03-26,VIDEO,72.19,7.22,1,1
dicasporalinelucas|2026-03-26|LINKSHARE,dicasporalinelucas,2026-03-26,LINKSHARE,72.19,3.61,1,1
compreia|2026-03-26|VIDEO,compreia,2026-03-26,VIDEO,72.19,7.22,1,1
talissaaloreto|2026-03-26|LIVE,talissaaloreto,2026-03-26,LIVE,69.99,7.0,1,1
danijeans|2026-03-26|LIVE,danijeans,2026-03-26,LIVE,69.99,7.0,1,1
psi.mirellarodrigues|2026-03-27|LIVE,psi.mirellarodrigues,2026-03-27,LIVE,13308.01,1302.99,176,190
tacianecreator|2026-03-27|VIDEO,tacianecreator,2026-03-27,VIDEO,2107.4,66.92,25,26
ericamcabeluda|2026-03-27|VIDEO,ericamcabeluda,2026-03-27,VIDEO,1327.46,108.78,17,17
laianenovaisss|2026-03-27|VIDEO,laianenovaisss,2026-03-27,VIDEO,1270.69,71.14,16,16
thainabeautyoficial|2026-03-27|VIDEO,thainabeautyoficial,2026-03-27,VIDEO,1135.98,73.65,14,14
alinecavanellas|2026-03-27|VIDEO,alinecavanellas,2026-03-27,VIDEO,1063.8,61.93,11,12
numarchi|2026-03-27|VIDEO,numarchi,2026-03-27,VIDEO,1031.08,55.94,13,13
pattylazzarotto|2026-03-27|VIDEO,pattylazzarotto,2026-03-27,VIDEO,916.19,24.7,11,11
adv.dayane|2026-03-27|LIVE,adv.dayane,2026-03-27,LIVE,794.36,79.44,9,10
.familiapimentel|2026-03-27|VIDEO,.familiapimentel,2026-03-27,VIDEO,639.2,7.99,8,8
leticiatsec|2026-03-27|VIDEO,leticiatsec,2026-03-27,VIDEO,549.49,35.97,6,6
escuta.amiga|2026-03-27|LIVE,escuta.amiga,2026-03-27,LIVE,391.79,39.18,5,5
hitalasantiago|2026-03-27|VIDEO,hitalasantiago,2026-03-27,VIDEO,384.08,7.99,4,5
lidikpf6|2026-03-27|VIDEO,lidikpf6,2026-03-27,VIDEO,329.69,15.98,4,4
natmarquesvi|2026-03-27|VIDEO,natmarquesvi,2026-03-27,VIDEO,326.89,29.64,4,4
danijeans|2026-03-27|LIVE,danijeans,2026-03-27,LIVE,254.7,25.47,3,3
maritips_|2026-03-27|VIDEO,maritips_,2026-03-27,VIDEO,239.7,23.97,3,3
yasmin.aoliveira|2026-03-27|VIDEO,yasmin.aoliveira,2026-03-27,VIDEO,189.8,9.49,2,2
robertakguilherme|2026-03-27|VIDEO,robertakguilherme,2026-03-27,VIDEO,174.89,17.49,2,2
luanamagnacardoso|2026-03-27|LIVE,luanamagnacardoso,2026-03-27,LIVE,169.98,17.0,2,2
gabbizie|2026-03-27|VIDEO,gabbizie,2026-03-27,VIDEO,159.8,15.98,2,2
nataliacruviinel|2026-03-27|LIVE,nataliacruviinel,2026-03-27,LIVE,159.8,15.98,2,2
larisshopcreator|2026-03-27|VIDEO,larisshopcreator,2026-03-27,VIDEO,159.8,15.98,2,2
adnycastelo|2026-03-27|LINKSHARE,adnycastelo,2026-03-27,LINKSHARE,94.9,9.49,1,1
michellettkshop|2026-03-27|LIVE,michellettkshop,2026-03-27,LIVE,94.9,9.49,1,1
ingridcaldeira01|2026-03-27|SHOP,ingridcaldeira01,2026-03-27,SHOP,94.9,9.49,1,1
bygabivianna|2026-03-27|SHOP,bygabivianna,2026-03-27,SHOP,94.9,9.49,1,1
monicap.pereira|2026-03-27|VIDEO,monicap.pereira,2026-03-27,VIDEO,94.9,0.0,1,1
adv.dayane|2026-03-27|VIDEO,adv.dayane,2026-03-27,VIDEO,89.99,0.0,1,1
amandalimashop|2026-03-27|LINKSHARE,amandalimashop,2026-03-27,LINKSHARE,79.9,7.99,1,1
escuta.amiga|2026-03-27|VIDEO,escuta.amiga,2026-03-27,VIDEO,79.9,7.99,1,1
euvivianeborges|2026-03-27|VIDEO,euvivianeborges,2026-03-27,VIDEO,79.9,7.99,1,1
jessicamesant|2026-03-27|VIDEO,jessicamesant,2026-03-27,VIDEO,79.9,0.0,1,1
michellerocha.n|2026-03-27|VIDEO,michellerocha.n,2026-03-27,VIDEO,79.9,7.99,1,1
brunasilvestre94|2026-03-27|SHOP,brunasilvestre94,2026-03-27,SHOP,79.9,7.99,1,1
someoneduda|2026-03-27|VIDEO,someoneduda,2026-03-27,VIDEO,79.9,7.99,1,1
silsantiagotrc|2026-03-27|VIDEO,silsantiagotrc,2026-03-27,VIDEO,79.9,7.99,1,1
francruz.26|2026-03-27|VIDEO,francruz.26,2026-03-27,VIDEO,79.9,7.99,1,1
compreia|2026-03-27|VIDEO,compreia,2026-03-27,VIDEO,79.9,7.99,1,1
bialuzzmodas|2026-03-27|VIDEO,bialuzzmodas,2026-03-27,VIDEO,79.9,0.0,1,1
gleysaaguiar|2026-03-27|VIDEO,gleysaaguiar,2026-03-27,VIDEO,79.9,0.0,1,1
lari.quaresma|2026-03-27|VIDEO,lari.quaresma,2026-03-27,VIDEO,79.9,7.99,1,1
giovannamarcelino_|2026-03-27|VIDEO,giovannamarcelino_,2026-03-27,VIDEO,79.9,7.99,1,1
francinefosss|2026-03-27|LIVE,francinefosss,2026-03-27,LIVE,79.9,7.99,1,1
tassiaagabriella|2026-03-27|LIVE,tassiaagabriella,2026-03-27,LIVE,79.9,7.99,1,1
maninhaqueiroz379|2026-03-27|LIVE,maninhaqueiroz379,2026-03-27,LIVE,79.9,7.99,1,1
mariaeduardakguilherme|2026-03-27|VIDEO,mariaeduardakguilherme,2026-03-27,VIDEO,79.9,7.99,1,1
barbaramirandashop|2026-03-27|VIDEO,barbaramirandashop,2026-03-27,VIDEO,72.19,7.22,1,1
thalyytaguedes|2026-03-27|VIDEO,thalyytaguedes,2026-03-27,VIDEO,72.19,7.22,1,1
mariaaugustareiss|2026-03-27|VIDEO,mariaaugustareiss,2026-03-27,VIDEO,72.19,7.22,1,1
laryoliveiira_|2026-03-27|LIVE,laryoliveiira_,2026-03-27,LIVE,69.99,7.0,1,1
natmarquesvi|2026-03-27|LIVE,natmarquesvi,2026-03-27,LIVE,69.99,8.4,1,1
gabrielaf011|2026-03-27|LIVE,gabrielaf011,2026-03-27,LIVE,69.99,7.0,1,1
psi.mirellarodrigues|2026-03-28|LIVE,psi.mirellarodrigues,2026-03-28,LIVE,8758.4,875.96,116,124
adv.dayane|2026-03-28|LIVE,adv.dayane,2026-03-28,LIVE,2319.5,231.98,29,32
natmarquesvi|2026-03-28|LIVE,natmarquesvi,2026-03-28,LIVE,2119.61,254.39,25,30
tacianecreator|2026-03-28|VIDEO,tacianecreator,2026-03-28,VIDEO,2106.98,64.65,25,26
thainabeautyoficial|2026-03-28|VIDEO,thainabeautyoficial,2026-03-28,VIDEO,1533.1,49.44,19,19
ericamcabeluda|2026-03-28|VIDEO,ericamcabeluda,2026-03-28,VIDEO,1422.78,126.3,18,18
pattylazzarotto|2026-03-28|VIDEO,pattylazzarotto,2026-03-28,VIDEO,1338.5,108.38,14,15
alinecavanellas|2026-03-28|VIDEO,alinecavanellas,2026-03-28,VIDEO,968.9,49.44,11,11
.familiapimentel|2026-03-28|VIDEO,.familiapimentel,2026-03-28,VIDEO,799.0,0.0,10,10
laianenovaisss|2026-03-28|VIDEO,laianenovaisss,2026-03-28,VIDEO,734.1,39.95,9,9
jessicamesant|2026-03-28|VIDEO,jessicamesant,2026-03-28,VIDEO,519.76,24.98,6,6
natmarquesvi|2026-03-28|VIDEO,natmarquesvi,2026-03-28,VIDEO,471.69,56.61,6,6
nati_sus|2026-03-28|VIDEO,nati_sus,2026-03-28,VIDEO,379.6,9.49,4,4
monicap.pereira|2026-03-28|VIDEO,monicap.pereira,2026-03-28,VIDEO,364.6,7.99,4,4
numarchi|2026-03-28|VIDEO,numarchi,2026-03-28,VIDEO,304.18,22.43,4,4
leticiatsec|2026-03-28|VIDEO,leticiatsec,2026-03-28,VIDEO,284.7,0.0,3,3
lidikpf6|2026-03-28|VIDEO,lidikpf6,2026-03-28,VIDEO,269.97,9.0,3,3
thami.brambilla|2026-03-28|VIDEO,thami.brambilla,2026-03-28,VIDEO,254.7,25.47,3,3
taniaribeiro_creator|2026-03-28|VIDEO,taniaribeiro_creator,2026-03-28,VIDEO,239.7,23.97,3,3
dicasdathayoficial|2026-03-28|VIDEO,dicasdathayoficial,2026-03-28,VIDEO,239.7,0.0,3,3
someoneduda|2026-03-28|VIDEO,someoneduda,2026-03-28,VIDEO,239.7,15.98,3,3
bialuzzmodas|2026-03-28|VIDEO,bialuzzmodas,2026-03-28,VIDEO,231.99,23.2,3,3
hitalasantiago|2026-03-28|VIDEO,hitalasantiago,2026-03-28,VIDEO,231.99,0.0,3,3
arenatajardim|2026-03-28|VIDEO,arenatajardim,2026-03-28,VIDEO,159.8,15.98,2,2
brunasilvaindica|2026-03-28|LIVE,brunasilvaindica,2026-03-28,LIVE,152.09,15.21,2,2
_mareiis|2026-03-28|VIDEO,_mareiis,2026-03-28,VIDEO,94.9,9.49,1,1
ana.fernnandes|2026-03-28|VIDEO,ana.fernnandes,2026-03-28,VIDEO,94.9,0.0,1,1
_mareiis|2026-03-28|LIVE,_mareiis,2026-03-28,LIVE,94.9,9.49,1,1
tacirecomenda|2026-03-28|VIDEO,tacirecomenda,2026-03-28,VIDEO,89.99,9.0,1,1
adv.dayane|2026-03-28|VIDEO,adv.dayane,2026-03-28,VIDEO,89.99,9.0,1,1
jhennythh|2026-03-28|VIDEO,jhennythh,2026-03-28,VIDEO,89.99,9.0,1,1
gitiktokshop|2026-03-28|LINKSHARE,gitiktokshop,2026-03-28,LINKSHARE,79.9,7.99,1,1
francinefosss|2026-03-28|LIVE,francinefosss,2026-03-28,LIVE,79.9,7.99,1,1
ingridcreator|2026-03-28|LIVE,ingridcreator,2026-03-28,LIVE,79.9,7.99,1,1
mariaaugustareiss|2026-03-28|VIDEO,mariaaugustareiss,2026-03-28,VIDEO,79.9,7.99,1,1
lari.quaresma|2026-03-28|VIDEO,lari.quaresma,2026-03-28,VIDEO,79.9,7.99,1,1
gleysaaguiar|2026-03-28|VIDEO,gleysaaguiar,2026-03-28,VIDEO,79.9,7.99,1,1
larissapachecoindica|2026-03-28|VIDEO,larissapachecoindica,2026-03-28,VIDEO,79.9,7.99,1,1
cintia.thies|2026-03-28|VIDEO,cintia.thies,2026-03-28,VIDEO,79.9,7.99,1,1
silsantiagotrc|2026-03-28|VIDEO,silsantiagotrc,2026-03-28,VIDEO,79.9,7.99,1,1
compreia|2026-03-28|VIDEO,compreia,2026-03-28,VIDEO,79.9,7.99,1,1
maciel.bre|2026-03-28|SHOP,maciel.bre,2026-03-28,SHOP,79.9,7.99,1,1
danijeans|2026-03-28|LIVE,danijeans,2026-03-28,LIVE,79.9,7.99,1,1
psi.mirellarodrigues|2026-03-29|LIVE,psi.mirellarodrigues,2026-03-29,LIVE,21816.37,2139.94,271,309
natmarquesvi|2026-03-29|LIVE,natmarquesvi,2026-03-29,LIVE,7053.55,843.65,96,100
brunasilvaindica|2026-03-29|LIVE,brunasilvaindica,2026-03-29,LIVE,5400.76,540.09,67,69
tacianecreator|2026-03-29|VIDEO,tacianecreator,2026-03-29,VIDEO,3288.88,119.81,33,42
adv.dayane|2026-03-29|LIVE,adv.dayane,2026-03-29,LIVE,3028.6,302.89,36,41
thainabeautyoficial|2026-03-29|VIDEO,thainabeautyoficial,2026-03-29,VIDEO,2129.77,87.89,26,27
laianenovaisss|2026-03-29|VIDEO,laianenovaisss,2026-03-29,VIDEO,1917.6,135.83,23,24
natmarquesvi|2026-03-29|VIDEO,natmarquesvi,2026-03-29,VIDEO,1468.2,164.83,17,18
ericamcabeluda|2026-03-29|VIDEO,ericamcabeluda,2026-03-29,VIDEO,1430.49,135.06,18,18
pattylazzarotto|2026-03-29|VIDEO,pattylazzarotto,2026-03-29,VIDEO,1190.79,71.91,15,15
alinecavanellas|2026-03-29|VIDEO,alinecavanellas,2026-03-29,VIDEO,1023.89,33.46,11,12
francruz.26|2026-03-29|VIDEO,francruz.26,2026-03-29,VIDEO,971.27,97.13,12,12
numarchi|2026-03-29|VIDEO,numarchi,2026-03-29,VIDEO,711.48,47.18,8,9
jessicamesant|2026-03-29|VIDEO,jessicamesant,2026-03-29,VIDEO,694.65,42.47,8,8
silsantiagotrc|2026-03-29|VIDEO,silsantiagotrc,2026-03-29,VIDEO,639.2,63.92,8,8
.familiapimentel|2026-03-29|VIDEO,.familiapimentel,2026-03-29,VIDEO,639.2,7.99,8,8
_mareiis|2026-03-29|LIVE,_mareiis,2026-03-29,LIVE,559.92,56.0,8,8
lari.quaresma|2026-03-29|VIDEO,lari.quaresma,2026-03-29,VIDEO,559.3,55.93,7,7
yoariadny|2026-03-29|LIVE,yoariadny,2026-03-29,LIVE,551.59,55.16,7,7
gleysaaguiar|2026-03-29|VIDEO,gleysaaguiar,2026-03-29,VIDEO,391.79,7.99,4,5
hitalasantiago|2026-03-29|VIDEO,hitalasantiago,2026-03-29,VIDEO,319.6,31.96,3,4
thai.vitrine|2026-03-29|LIVE,thai.vitrine,2026-03-29,LIVE,319.6,31.96,3,4
nati_sus|2026-03-29|VIDEO,nati_sus,2026-03-29,VIDEO,284.7,18.98,3,3
leticiatsec|2026-03-29|VIDEO,leticiatsec,2026-03-29,VIDEO,284.7,9.49,3,3
someoneduda|2026-03-29|VIDEO,someoneduda,2026-03-29,VIDEO,239.7,15.98,3,3
gabbizie|2026-03-29|VIDEO,gabbizie,2026-03-29,VIDEO,239.7,23.97,3,3
psi.mirellarodrigues|2026-03-29|VIDEO,psi.mirellarodrigues,2026-03-29,VIDEO,239.7,7.99,2,3
thami.brambilla|2026-03-29|VIDEO,thami.brambilla,2026-03-29,VIDEO,231.99,23.2,3,3
davyllag|2026-03-29|LIVE,davyllag,2026-03-29,LIVE,209.97,21.0,3,3
robertakguilherme|2026-03-29|VIDEO,robertakguilherme,2026-03-29,VIDEO,189.8,0.0,2,2
yasmin.aoliveira|2026-03-29|VIDEO,yasmin.aoliveira,2026-03-29,VIDEO,189.8,0.0,2,2
familialiu|2026-03-29|VIDEO,familialiu,2026-03-29,VIDEO,159.8,7.99,2,2
mariaaugustareiss|2026-03-29|VIDEO,mariaaugustareiss,2026-03-29,VIDEO,159.8,15.98,2,2
_veridiana.ferreira|2026-03-29|LIVE,_veridiana.ferreira,2026-03-29,LIVE,159.8,15.98,2,2
lidikpf6|2026-03-29|VIDEO,lidikpf6,2026-03-29,VIDEO,159.8,15.98,2,2
bialuzzmodas|2026-03-29|VIDEO,bialuzzmodas,2026-03-29,VIDEO,159.8,7.99,2,2
angelacpgomes_|2026-03-29|VIDEO,angelacpgomes_,2026-03-29,VIDEO,159.8,7.99,2,2
taniaribeiro_creator|2026-03-29|VIDEO,taniaribeiro_creator,2026-03-29,VIDEO,152.09,15.21,2,2
re.cerqueira|2026-03-29|SHOP,re.cerqueira,2026-03-29,SHOP,144.38,14.44,1,2
eu.lidiannemartins|2026-03-29|VIDEO,eu.lidiannemartins,2026-03-29,VIDEO,94.9,9.49,1,1
ingridcaldeira01|2026-03-29|SHOP,ingridcaldeira01,2026-03-29,SHOP,94.9,9.49,1,1
monicap.pereira|2026-03-29|VIDEO,monicap.pereira,2026-03-29,VIDEO,94.9,0.0,1,1
tacirecomenda|2026-03-29|VIDEO,tacirecomenda,2026-03-29,VIDEO,89.99,9.0,1,1
nanacasagrandi|2026-03-29|VIDEO,nanacasagrandi,2026-03-29,VIDEO,84.9,8.49,1,1
danijeans|2026-03-29|VIDEO,danijeans,2026-03-29,VIDEO,79.99,8.0,1,1
essenciadani|2026-03-29|VIDEO,essenciadani,2026-03-29,VIDEO,79.99,8.0,1,1
thaisstorchcatani|2026-03-29|LIVE,thaisstorchcatani,2026-03-29,LIVE,79.9,7.99,1,1
tathy8406|2026-03-29|SHOP,tathy8406,2026-03-29,SHOP,79.9,7.99,1,1
multilllimpo|2026-03-29|VIDEO,multilllimpo,2026-03-29,VIDEO,79.9,7.99,1,1
mislaynebrandao|2026-03-29|SHOP,mislaynebrandao,2026-03-29,SHOP,79.9,7.99,1,1
compreia|2026-03-29|VIDEO,compreia,2026-03-29,VIDEO,79.9,7.99,1,1
amarishopcreator|2026-03-29|VIDEO,amarishopcreator,2026-03-29,VIDEO,79.9,7.99,1,1
camilasantos._|2026-03-29|VIDEO,camilasantos._,2026-03-29,VIDEO,79.9,7.99,1,1
maelycustodio|2026-03-29|VIDEO,maelycustodio,2026-03-29,VIDEO,79.9,7.99,1,1
dicasdathayoficial|2026-03-29|VIDEO,dicasdathayoficial,2026-03-29,VIDEO,79.9,0.0,1,1
yaponts|2026-03-29|VIDEO,yaponts,2026-03-29,VIDEO,79.9,7.99,1,1
monica.nunes98|2026-03-29|LINKSHARE,monica.nunes98,2026-03-29,LINKSHARE,79.9,7.99,1,1
tassiaagabriella|2026-03-29|VIDEO,tassiaagabriella,2026-03-29,VIDEO,79.9,7.99,1,1
jessicab.tiktokshop|2026-03-29|LIVE,jessicab.tiktokshop,2026-03-29,LIVE,79.9,7.99,1,1
elacatarina|2026-03-29|VIDEO,elacatarina,2026-03-29,VIDEO,79.9,7.99,1,1
barbaramirandashop|2026-03-29|VIDEO,barbaramirandashop,2026-03-29,VIDEO,79.9,7.99,1,1
thay.desbessel|2026-03-29|SHOP,thay.desbessel,2026-03-29,SHOP,79.9,7.99,1,1
moniqueeva25|2026-03-29|LIVE,moniqueeva25,2026-03-29,LIVE,79.9,7.99,1,1
arenatajardim|2026-03-29|VIDEO,arenatajardim,2026-03-29,VIDEO,79.9,7.99,1,1
leticiasteinoficial|2026-03-29|VIDEO,leticiasteinoficial,2026-03-29,VIDEO,79.9,7.99,1,1
escuta.amiga|2026-03-29|LIVE,escuta.amiga,2026-03-29,LIVE,79.9,7.99,1,1
karitas.devillart|2026-03-29|SHOP,karitas.devillart,2026-03-29,SHOP,72.19,7.22,1,1
—|2026-03-29|LINKSHARE,—,2026-03-29,LINKSHARE,72.19,7.22,1,1
tacianecreator|2026-03-30|LIVE,tacianecreator,2026-03-30,LIVE,21216.62,1897.96,273,302
psi.mirellarodrigues|2026-03-30|LIVE,psi.mirellarodrigues,2026-03-30,LIVE,10160.04,1009.14,134,144
natmarquesvi|2026-03-30|LIVE,natmarquesvi,2026-03-30,LIVE,5840.04,699.31,72,81
tacianecreator|2026-03-30|VIDEO,tacianecreator,2026-03-30,VIDEO,3889.77,125.31,47,49
natmarquesvi|2026-03-30|VIDEO,natmarquesvi,2026-03-30,VIDEO,2890.56,325.94,36,36
laianenovaisss|2026-03-30|VIDEO,laianenovaisss,2026-03-30,VIDEO,2004.88,103.11,24,25
ericamcabeluda|2026-03-30|VIDEO,ericamcabeluda,2026-03-30,VIDEO,1951.24,131.21,24,25
thainabeautyoficial|2026-03-30|VIDEO,thainabeautyoficial,2026-03-30,VIDEO,1932.6,79.9,24,24
pattylazzarotto|2026-03-30|VIDEO,pattylazzarotto,2026-03-30,VIDEO,1293.4,39.95,16,16
numarchi|2026-03-30|VIDEO,numarchi,2026-03-30,VIDEO,973.98,81.41,12,12
alinecavanellas|2026-03-30|VIDEO,alinecavanellas,2026-03-30,VIDEO,938.9,66.92,11,11
adv.dayane|2026-03-30|LIVE,adv.dayane,2026-03-30,LIVE,664.73,66.48,8,9
francruz.26|2026-03-30|VIDEO,francruz.26,2026-03-30,VIDEO,599.66,50.97,7,7
